Algorithm Name,X,Y,Z,Frequency,Amplitude,Phase,Fx,Fy,Fz,Rate,K,Compression Ratio,Mean Compress Time,Mean Decompress Time,Mean MSE,Original Size,Mean Compressed Size,Max Error,Max Error Original Value,Max Error Decompressed Value
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,19,1,0.1,1.8715e-05,1.5305e-05,1.03666553535324e-13,4312,1868,2.37027578820284e-06,-0.0157745694143249,-0.0157769396901131
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,20,1,0.1,2.2925e-05,1.8185e-05,2.71589714041707e-14,4312,1964,9.48957867726724e-07,-0.0157745694143249,-0.0157736204564571
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,21,1,0.1,2.2935e-05,1.607e-05,5.73475373709339e-15,4312,2060,3.66069607630332e-07,-0.0157745694143249,-0.0157749354839325
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,22,1,0.1,2.146e-05,1.581e-05,1.59081707500146e-15,4312,2156,2.57916517362039e-07,-0.0157745694143249,-0.0157743114978075
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,23,1,0.1,2.1945e-05,1.626e-05,4.32746619798189e-16,4312,2252,1.18825270511991e-07,0.0598472144103956,0.0598473332356662
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,24,1,0.1,2.2555e-05,1.6485e-05,8.60896709525875e-17,4312,2348,5.09300751537489e-08,-0.0157745694143249,-0.0157745184842497
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,25,1,0.1,2.35e-05,1.691e-05,2.740410318208e-17,4312,2444,4.14454827159239e-08,-0.0157745694143249,-0.0157746108598076
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,26,1,0.1,2.378e-05,1.751e-05,5.73231805866471e-18,4312,2540,1.11451389193939e-08,-0.0157745694143249,-0.0157745582691859
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,27,1,0.1,2.4425e-05,1.7795e-05,1.49938057974498e-18,4312,2636,6.56029694456883e-09,0.0991664810452469,0.0991664876055438
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,28,1,0.1,2.5335e-05,1.889e-05,3.87086001057474e-19,4312,2732,4.61860493947142e-09,-0.0157745694143249,-0.0157745647957199
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,29,1,0.1,2.3415e-05,1.823e-05,8.21667079847768e-20,4312,2828,1.35131828296609e-09,-0.0157745694143249,-0.0157745707656431
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,30,1,0.1,1.7425e-05,1.439e-05,2.46100697519478e-20,4312,2924,1.05884267673217e-09,-0.0157745694143249,-0.0157745683554822
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,31,1,0.1,1.7505e-05,1.449e-05,6.12303068466964e-21,4312,3020,3.69064005051323e-10,-0.0157745694143249,-0.0157745697833889
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,32,1,0.1,1.7535e-05,1.482e-05,1.57870247966461e-21,4312,3116,2.43025929241858e-10,-0.0157745694143249,-0.0157745691712989
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,33,1,0.1,1.808e-05,1.527e-05,3.65851464743305e-22,4312,3212,1.10053688384681e-10,0.0963558185417193,0.096355818651773
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,34,1,0.1,1.8595e-05,1.5455e-05,9.91406973013983e-23,4312,3308,6.06722415363858e-11,-0.0157745694143249,-0.0157745693536526
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,35,1,0.1,1.8965e-05,1.5735e-05,2.10794171695257e-23,4312,3404,2.25465236758371e-11,-0.0157745694143249,-0.0157745694368714
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,36,1,0.1,1.982e-05,1.638e-05,6.11018576096214e-24,4312,3500,1.59933143117907e-11,-0.0157745694143249,-0.0157745693983316
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,37,1,0.1,1.9955e-05,1.6535e-05,1.49754353411567e-24,4312,3596,9.30200708126883e-12,-0.0157745694143249,-0.0157745694236269
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,38,1,0.1,2.033e-05,1.6915e-05,3.79959362041153e-25,4312,3692,3.35602379220035e-12,0.0963558185417193,0.0963558185383633
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,39,1,0.1,2.0515e-05,1.731e-05,8.4532973765889e-26,4312,3788,1.94433705247299e-12,-0.0157745694143249,-0.0157745694162692
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,40,1,0.1,2.104e-05,1.7725e-05,2.2878796297405e-26,4312,3884,1.09500949974084e-12,-0.0157745694143249,-0.0157745694132299
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,41,1,0.1,2.164e-05,1.806e-05,4.84876853889722e-27,4312,3980,3.15553139174085e-13,0.0991664810452469,0.0991664810449313
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,42,1,0.1,2.165e-05,1.8325e-05,1.43227672465772e-27,4312,4076,2.60121785222722e-13,-0.0157745694143249,-0.0157745694140647
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,43,1,0.1,2.2105e-05,1.891e-05,3.02699032366637e-28,4312,4172,9.76996261670138e-14,-0.061185789094272,-0.0611857890941743
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,44,1,0.1,2.234e-05,1.906e-05,8.68716414110377e-29,4312,4268,7.29381832709208e-14,-0.0157745694143249,-0.0157745694142519
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,45,1,0.1,2.274e-05,1.9655e-05,2.10635569160324e-29,4312,4364,2.41508202325491e-14,-0.0157745694143249,-0.015774569414349
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,46,1,0.1,2.3015e-05,1.99e-05,5.36265467894698e-30,4312,4460,1.39298295120938e-14,-0.0157745694143249,-0.0157745694143109
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,47,1,0.1,2.342e-05,2.054e-05,1.222623033469e-30,4312,4556,8.37177549506407e-15,-0.0157745694143249,-0.0157745694143332
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,48,1,0.1,2.411e-05,2.0595e-05,3.11529301745733e-31,4312,4652,2.52575738102223e-15,0.0991664810452469,0.0991664810452443
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,49,1,0.1,2.4915e-05,2.118e-05,8.78610178582352e-32,4312,4748,2.07819872422021e-15,-0.0157745694143249,-0.0157745694143269
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,50,1,0.1,2.519e-05,2.1255e-05,2.09001573090536e-32,4312,4844,7.52869988573934e-16,-0.0157745694143249,-0.0157745694143241
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,51,1,0.1,2.5195e-05,2.1545e-05,5.65689754512783e-33,4312,4940,5.51642065360625e-16,-0.0157745694143249,-0.0157745694143254
